time,temperature_obs,temperature_source,station_id,station_name,station_altitude_m,latitude,longitude,humidity_percent,pressure_hpa,pressure_sea_level_hpa,wind_speed_ms,wind_direction_deg,precip_mm
2026-09-24 00:00:00+02:00,23.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,87.0,1021.6,1023.1,1.2,9.0,0.0
2026-09-24 01:00:00+02:00,22.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,87.0,1021.8,1023.3,1.1,347.0,0.0
2026-09-24 02:00:00+02:00,22.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,86.0,1021.9,1023.4,0.8,357.0,0.0
2026-09-24 03:00:00+02:00,21.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,89.0,1021.6,1023.1,1.1,254.0,0.0
2026-09-24 04:00:00+02:00,21.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,86.0,1021.4,1022.9,0.8,274.0,0.0
2026-09-24 05:00:00+02:00,20.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,89.0,1021.4,1022.9,1.0,311.0,0.0
2026-09-24 06:00:00+02:00,20.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,86.0,1021.4,1022.9,1.3,249.0,0.0
2026-09-24 07:00:00+02:00,20.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,83.0,1021.4,1022.9,1.3,273.0,0.0
2026-09-24 08:00:00+02:00,19.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,81.0,1021.7,1023.2,1.8,273.0,0.0
2026-09-24 09:00:00+02:00,20.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,79.0,1022.0,1023.5,1.4,251.0,0.0
2026-09-24 10:00:00+02:00,22.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,72.0,1022.5,1024.0,1.4,286.0,0.0
2026-09-24 11:00:00+02:00,24.8,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,72.0,1022.5,1024.0,1.5,246.0,0.0
2026-09-24 12:00:00+02:00,27.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,64.0,1022.5,1024.0,1.4,187.0,0.0
2026-09-24 13:00:00+02:00,28.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,55.0,1022.1,1023.6,2.0,163.0,0.0
2026-09-24 14:00:00+02:00,28.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,54.0,1021.1,1022.6,2.5,148.0,0.0
2026-09-24 15:00:00+02:00,28.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,57.0,1020.4,1021.9,3.4,143.0,0.0
2026-09-24 16:00:00+02:00,28.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,60.0,1019.7,1021.2,3.4,132.0,0.0
2026-09-24 17:00:00+02:00,27.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,61.0,1019.2,1020.7,3.3,140.0,0.0
2026-09-24 18:00:00+02:00,26.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,69.0,1018.8,1020.3,3.2,139.0,0.0
