time,kit_mast_index,kit_max_positive_gradient_K_per_100m,kit_positive_deltaT_K,kit_inversion_base_m,kit_inversion_top_m,kit_inversion_depth_m,kit_inversion_deltaT_K,kit_source_id,kit_profile_levels,kit_missing_levels,kit_temperature_2m_C,kit_temperature_10m_C,kit_temperature_30m_C,kit_temperature_60m_C,kit_temperature_100m_C,kit_temperature_130m_C,kit_temperature_160m_C
2026-08-31 00:00:00+02:00,5.0,9.691214383271411,6.356183353755959,2.0,160.0,158.0,6.356183353755959,p4384445,7,200,17.87514236655047,17.92934532161837,19.867588198272653,20.76738609292091,22.530364796840423,24.066283679603213,24.23132572030643
2026-08-31 00:10:00+02:00,5.0,8.788483091595864,6.146925911173451,2.0,160.0,158.0,6.146925911173451,p4355302,7,200,18.027946055664096,18.130649538037595,19.888346156356768,20.580094027336084,22.04052786729909,23.49376733141292,24.174871966837543
2026-08-31 00:30:00+02:00,5.0,7.505391119391085,5.298147225121756,2.0,160.0,158.0,5.298147225121756,p4360052,7,200,18.068098370060017,18.093913297712938,19.594991521591155,20.15692917162833,20.90591535634054,21.97485359114948,23.366245595181773
2026-08-31 00:40:00+02:00,5.0,8.12511406137471,5.263097510139453,2.0,160.0,158.0,5.263097510139453,p4373487,7,200,18.01625690724184,18.05048518680952,19.675507999084456,20.162179858825656,20.70986957827581,22.04081807718869,23.27935441738129
2026-08-31 00:50:00+02:00,5.0,8.924572410621625,4.842506632141081,2.0,160.0,158.0,4.842506632141081,p4389195,7,200,17.955940618957545,17.958933416313137,19.743847898437465,20.24813615434524,20.778605708517027,22.03990134885825,22.798447251098622
2026-08-31 01:00:00+02:00,5.0,8.823411399319898,4.778196970242316,2.0,130.0,128.0,4.778196970242316,p4396408,7,200,17.965794328269983,18.09566341485337,19.86034569471735,20.381034333747824,21.2938858218414,22.7439912985123,22.68435523739112
2026-08-31 01:40:00+02:00,4.250791924185815,3.43326076290379,2.816231428536448,2.0,130.0,128.0,2.816231428536448,p4401158,7,200,17.309729938888577,17.486575201033276,17.7452132256164,18.33993832704419,19.095983138553887,20.125961367425024,19.473055401387526
2026-08-31 01:50:00+02:00,3.728011268109229,2.799421331739138,2.4123641031203604,2.0,130.0,128.0,2.4123641031203604,p4389178,7,200,17.173670259613054,17.397623966152185,17.63176413937376,18.25584836460362,19.166816940676235,19.58603436273341,18.868240321858707
2026-08-31 02:00:00+02:00,2.5994044331103714,2.190498349602388,1.084807639904124,2.0,130.0,128.0,1.084807639904124,p4396391,7,200,17.31440918087773,17.48964904884592,17.65629906634516,18.05619434174857,18.326891402604872,18.39921682078185,18.114939908620183
2026-08-31 02:40:00+02:00,1.961423882181141,1.359617510240471,0.7763653171274285,10.0,100.0,90.0,0.7763653171274285,p4413381,7,200,17.60489594040683,17.528801588160196,17.740718157958955,18.148603411031097,18.305166905287624,18.086510883565246,17.904758697463986
